time,joint_positions,gripper_state,cube_position,target_position,actions,camera1_image_paths,camera2_image_paths
32,"[-0.03434125706553459, -1.5658127069473267, 0.2608185112476349, 0.047938939183950424, 0.2832518517971039, 0.1921924650669098, 2.847234281944111e-05, 4.480856659938581e-05, 0.0002143861202057451, 0.006102173123508692, 0.0009140863548964262, 0.014221040531992912, -0.0008883298723958433, -0.01379799097776413]","[2.847234281944111e-05, 4.480856659938581e-05]","[0.600259006023407, 0.29999953508377075, 0.8238813281059265]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03510561, -1.554914  ,  0.25738117,  0.04949829,  0.29201964,
        0.19858539], dtype=float32), 'joint_velocities': array([-0.04191257,  0.6657863 , -0.20557009,  0.09083172,  0.51977175,
        0.38510156], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_30.npy,data/images/camera2/frame_30.npy
33,"[-0.0350785069167614, -1.5558521747589111, 0.2573719024658203, 0.04923030734062195, 0.2919377088546753, 0.19864127039909363, 0.0004563424445223063, 0.0002806615084409714, 1.6504249060744769e-06, 0.005687377881258726, -0.00037089738179929554, 0.012766939587891102, 0.00033468336914665997, -0.012373573146760464]","[0.0004563424445223063, 0.0002806615084409714]","[0.6002587080001831, 0.2999996542930603, 0.8238813877105713]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03579643, -1.544958  ,  0.253905  ,  0.05061189,  0.30060595,
        0.20508999], dtype=float32), 'joint_velocities': array([-0.03895833,  0.6654946 , -0.20745988,  0.08259927,  0.51371783,
        0.38627297], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_30.npy,data/images/camera2/frame_30.npy
34,"[-0.03577086701989174, -1.545896291732788, 0.2538945972919464, 0.050387825816869736, 0.3005210757255554, 0.20510946214199066, 0.00024590769317001104, 0.0002657203294802457, 0.0011939691612496972, 0.005195182282477617, 0.0031099996995180845, 0.011686301790177822, -0.00301930564455688, -0.011329486966133118]","[0.00024590769317001104, 0.0002657203294802457]","[0.6002585291862488, 0.2999999225139618, 0.8238814473152161]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03644116, -1.535007  ,  0.2503937 ,  0.0516864 ,  0.30908906,
        0.21153535], dtype=float32), 'joint_velocities': array([-0.03607976,  0.6650548 , -0.20946686,  0.0753947 ,  0.5076102 ,
        0.38650736], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_30.npy,data/images/camera2/frame_30.npy
35,"[-0.03641798347234726, -1.535946249961853, 0.250386118888855, 0.05143013969063759, 0.3090014159679413, 0.21158131957054138, -5.108237246531644e-07, 2.5931198251782916e-05, 0.0017107677413150668, 0.004887002985924482, 0.00463615357875824, 0.011212577112019062, -0.004510811995714903, -0.01087347511202097]","[-5.108237246531644e-07, 2.5931198251782916e-05]","[0.6002578735351562, 0.2999989092350006, 0.823881208896637]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03703306, -1.5250647 ,  0.24685198,  0.05260973,  0.3174656 ,
        0.21801098], dtype=float32), 'joint_velocities': array([-0.0330184 ,  0.66451526, -0.2114458 ,  0.067867  ,  0.5013923 ,
        0.38694218], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_30.npy,data/images/camera2/frame_30.npy
36,"[-0.037008047103881836, -1.5260038375854492, 0.24684616923332214, 0.0523495152592659, 0.3173769414424896, 0.21806100010871887, 2.830643097695429e-07, 2.4207367459894158e-05, 0.0015830609481781721, 0.005249388050287962, 0.004349257331341505, 0.012099402025341988, -0.00423039123415947, -0.011737877503037453]","[2.830643097695429e-07, 2.4207367459894158e-05]","[0.600259006023407, 0.2999997138977051, 0.8238815665245056]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03757636, -1.5151304 ,  0.24327865,  0.05340671,  0.3257398 ,
        0.22449793], dtype=float32), 'joint_velocities': array([-0.02993939,  0.66406095, -0.21333428,  0.06031329,  0.49511883,
        0.3872488 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_30.npy,data/images/camera2/frame_30.npy
37,"[-0.037549130618572235, -1.516070008277893, 0.24327611923217773, 0.0531451441347599, 0.32564669847488403, 0.22454674541950226, 3.228060222681961e-06, 2.6274386982549913e-05, 0.0007316198316402733, 0.00594771234318614, 0.002247517928481102, 0.013828127644956112, -0.00218703830614686, -0.013422378338873386]","[3.228060222681961e-06, 2.6274386982549913e-05]","[0.600258469581604, 0.2999997138977051, 0.8238812685012817]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03806663, -1.5052041 ,  0.2396766 ,  0.05407916,  0.33390507,
        0.23098846], dtype=float32), 'joint_velocities': array([-0.02682662,  0.6634935 , -0.21522497,  0.05282351,  0.48877576,
        0.38744038], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_30.npy,data/images/camera2/frame_30.npy
38,"[-0.038039661943912506, -1.506144404411316, 0.23967629671096802, 0.053816571831703186, 0.33380967378616333, 0.23103798925876617, 0.0003760926192626357, 0.00016144393885042518, 1.6920045027291053e-06, 0.006938484497368336, -0.00025166853447444737, 0.01602441817522049, 0.00021916045807301998, -0.015552614815533161]","[0.0003760926192626357, 0.00016144393885042518]","[0.6002588868141174, 0.2999996840953827, 0.8238813877105713]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03850436, -1.4952885 ,  0.23605168,  0.05456067,  0.34196535,
        0.2375364 ], dtype=float32), 'joint_velocities': array([-0.02356452,  0.662896  , -0.21697259,  0.04470252,  0.48238727,
        0.38806608], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_30.npy,data/images/camera2/frame_30.npy
39,"[-0.03847980126738548, -1.4962286949157715, 0.23604780435562134, 0.05435485765337944, 0.3418644070625305, 0.23754015564918518, 0.0001004634250421077, 0.0001077949273167178, 0.0007092798477970064, 0.007583099417388439, 0.0020713103003799915, 0.017736095935106277, -0.002015237230807543, -0.01722937636077404]","[0.0001004634250421077, 0.0001077949273167178]","[0.6002586483955383, 0.2999997138977051, 0.8238810896873474]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03889233, -1.4853829 ,  0.23238935,  0.05503113,  0.34990937,
        0.24399486], dtype=float32), 'joint_velocities': array([-0.02042261,  0.6621714 , -0.21885702,  0.03792609,  0.47592923,
        0.38752845], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_30.npy,data/images/camera2/frame_30.npy
40,"[-0.03886526823043823, -1.4863237142562866, 0.23238997161388397, 0.05478424206376076, 0.34981033205986023, 0.2440333515405655, 1.3220172832006938e-06, 1.878696639323607e-05, 0.0010266947792842984, 0.00793229229748249, 0.0029967629816383123, 0.018737906590104103, -0.0029190368950366974, -0.018205702304840088]","[1.3220172832006938e-06, 1.878696639323607e-05]","[0.6002591848373413, 0.29999953508377075, 0.8238814473152161]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03922359, -1.4754894 ,  0.22870061,  0.05534824,  0.35774717,
        0.25047955], dtype=float32), 'joint_velocities': array([-0.01716007,  0.66141355, -0.22064881,  0.03075678,  0.46943915,
        0.3872619 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_40.npy,data/images/camera2/frame_40.npy
41,"[-0.039201293140649796, -1.4764295816421509, 0.22870373725891113, 0.05509679764509201, 0.35764676332473755, 0.2505231201648712, 2.601847427285975e-06, 1.9332237570779398e-05, 0.0008416959899477661, 0.008084164932370186, 0.0025024397764354944, 0.01911693997681141, -0.0024389580357819796, -0.018575036898255348]","[2.601847427285975e-06, 1.9332237570779398e-05]","[0.6002576947212219, 0.2999989688396454, 0.8238813281059265]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03949972, -1.4656099 ,  0.22498587,  0.05554536,  0.3654748 ,
        0.25696465], dtype=float32), 'joint_velocities': array([-0.01380437,  0.66052586, -0.22240174,  0.02364198,  0.4629154 ,
        0.38694873], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_40.npy,data/images/camera2/frame_40.npy
42,"[-0.03947937861084938, -1.466549038887024, 0.22498950362205505, 0.05529245734214783, 0.36537304520606995, 0.25700893998146057, 7.195471880550031e-06, 2.660960853972938e-05, 7.267858018167317e-05, 0.007919463329017162, 0.0005895598442293704, 0.018710149452090263, -0.0005799514474347234, -0.018179183825850487]","[7.195471880550031e-06, 2.660960853972938e-05]","[0.6002582311630249, 0.2999986708164215, 0.8238813877105713]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03971873, -1.4557433 ,  0.22124393,  0.05560772,  0.37309638,
        0.2634578 ], dtype=float32), 'joint_velocities': array([-0.01040968,  0.6596198 , -0.22408918,  0.01642862,  0.45639938,
        0.3866566 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_40.npy,data/images/camera2/frame_40.npy
43,"[-0.03970126807689667, -1.4566832780838013, 0.2212483435869217, 0.055367786437273026, 0.3729894459247589, 0.26349249482154846, 0.00023254845291376114, 6.030144868418574e-05, 1.6755822116465424e-06, 0.007582054939121008, -2.598881837911904e-05, 0.01779254339635372, 1.2105301721021533e-05, -0.017283547669649124]","[0.00023254845291376114, 6.030144868418574e-05]","[0.600257933139801, 0.299998939037323, 0.8238810896873474]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03988364, -1.4458916 ,  0.21747755,  0.05553283,  0.38061196,
        0.26996326], dtype=float32), 'joint_velocities': array([-0.0069796 ,  0.6587045 , -0.22568414,  0.00912193,  0.44989702,
        0.38639727], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_40.npy,data/images/camera2/frame_40.npy
44,"[-0.039867471903562546, -1.4468318223953247, 0.21748127043247223, 0.055323243141174316, 0.38049572706222534, 0.2699725329875946, 1.4205311344994698e-06, 2.5013174308696762e-05, 0.0008928292663767934, 0.007112580351531506, 0.002633290132507682, 0.016677482053637505, -0.002568165771663189, -0.016201017424464226]","[1.4205311344994698e-06, 2.5013174308696762e-05]","[0.6002581119537354, 0.29999902844429016, 0.823881208896637]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03999406, -1.4360555 ,  0.21367772,  0.05541658,  0.38799793,
        0.27639857], dtype=float32), 'joint_velocities': array([-0.00360684,  0.65771544, -0.22733705,  0.00272807,  0.4432509 ,
        0.38534415], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_40.npy,data/images/camera2/frame_40.npy
45,"[-0.0399753674864769, -1.4369953870773315, 0.21368840336799622, 0.05517565831542015, 0.3878899812698364, 0.2764352560043335, 1.0089808029078995e-06, 2.857137042155955e-05, 0.0013195615028962493, 0.006815433967858553, 0.003700066125020385, 0.01595594547688961, -0.003605737118050456, -0.01549839973449707]","[1.0089808029078995e-06, 2.857137042155955e-05]","[0.6002580523490906, 0.29999905824661255, 0.823881208896637]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.0400426 , -1.4262329 ,  0.20985322,  0.05516853,  0.39528146,
        0.28284204], dtype=float32), 'joint_velocities': array([-1.7027066e-04,  6.5665781e-01, -2.2894408e-01, -3.8591574e-03,
        4.3666559e-01,  3.8447705e-01], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_40.npy,data/images/camera2/frame_40.npy
46,"[-0.0400211475789547, -1.4271751642227173, 0.20986980199813843, 0.05491933971643448, 0.39517319202423096, 0.28288501501083374, 2.9309985620784573e-06, 3.3050997444661334e-05, 0.0009335934882983565, 0.006733071990311146, 0.0027797198854386806, 0.015730252489447594, -0.002709794556722045, -0.015279687941074371]","[2.9309985620784573e-06, 3.3050997444661334e-05]","[0.6002590656280518, 0.29999974370002747, 0.8238814473152161]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.04003705, -1.4164318 ,  0.20601279,  0.05479838,  0.40245473,
        0.28927955], dtype=float32), 'joint_velocities': array([ 0.00328465,  0.6556326 , -0.23032635, -0.01051639,  0.4300748 ,
        0.38354987], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_40.npy,data/images/camera2/frame_40.npy
47,"[-0.04001220688223839, -1.417371153831482, 0.206029012799263, 0.0545530803501606, 0.4023449122905731, 0.28932106494903564, 1.8428367184242234e-05, 3.687519347295165e-05, 3.2335228752344847e-06, 0.006932527758181095, 0.00045065133599564433, 0.016218379139900208, -0.00044715224066749215, -0.015755467116832733]","[1.8428367184242234e-05, 3.687519347295165e-05]","[0.6002585291862488, 0.2999996542930603, 0.8238814473152161]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03996976, -1.4066453 ,  0.20215398,  0.05429949,  0.4095266 ,
        0.29571992], dtype=float32), 'joint_velocities': array([ 0.00676803,  0.65445703, -0.23167485, -0.01723294,  0.42357537,
        0.38273248], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_40.npy,data/images/camera2/frame_40.npy
48,"[-0.03994741290807724, -1.4075850248336792, 0.2021666020154953, 0.054074451327323914, 0.40940698981285095, 0.29574620723724365, 0.00013824772031512111, 3.465133340796456e-05, 2.741988282650709e-06, 0.007349468767642975, 0.00020958564709872007, 0.017233293503522873, -0.0002125978353433311, -0.016745485365390778]","[0.00013824772031512111, 3.465133340796456e-05]","[0.600258469581604, 0.29999974370002747, 0.8238813281059265]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03984775, -1.3968781 ,  0.19826943,  0.05369932,  0.41648576,
        0.30214083], dtype=float32), 'joint_velocities': array([ 0.01030867,  0.6532708 , -0.23298557, -0.02372972,  0.41705993,
        0.38173148], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_40.npy,data/images/camera2/frame_40.npy
49,"[-0.03982486203312874, -1.3978173732757568, 0.19828306138515472, 0.05348898097872734, 0.4163590371608734, 0.30215582251548767, 2.3762645469105337e-06, 2.6829526177607477e-05, 0.0008063833229243755, 0.00785810500383377, 0.002463510725647211, 0.01850748434662819, -0.0024042269214987755, -0.017988089472055435]","[2.3762645469105337e-06, 2.6829526177607477e-05]","[0.6002588868141174, 0.29999953508377075, 0.8238816261291504]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03966809, -1.38713   ,  0.19435887,  0.05304402,  0.42331487,
        0.30850357], dtype=float32), 'joint_velocities': array([ 0.01380113,  0.6520117 , -0.23431662, -0.02957475,  0.41041526,
        0.38020402], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_40.npy,data/images/camera2/frame_40.npy
50,"[-0.03964271396398544, -1.388068675994873, 0.19437867403030396, 0.05280865728855133, 0.42319878935813904, 0.30854061245918274, 1.999271944441716e-06, 2.6454519684193656e-05, 0.0010697562247514725, 0.008356594480574131, 0.003125207033008337, 0.01975516602396965, -0.0030484688468277454, -0.01920340210199356]","[1.999271944441716e-06, 2.6454519684193656e-05]","[0.6002587080001831, 0.299999862909317, 0.8238812685012817]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03942571, -1.3774012 ,  0.19043286,  0.05226641,  0.4300416 ,
        0.31486312], dtype=float32), 'joint_velocities': array([ 0.01733705,  0.6506612 , -0.23554611, -0.03557862,  0.40385967,
        0.3788355 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_50.npy,data/images/camera2/frame_50.npy
51,"[-0.03940099850296974, -1.378340721130371, 0.19045467674732208, 0.0520290806889534, 0.4299279749393463, 0.3149043023586273, 4.326524049247382e-06, 2.8026293875882402e-05, 0.0006462063174694777, 0.00871164258569479, 0.002076550154015422, 0.02064034342765808, -0.0020304685458540916, -0.020067011937499046]","[4.326524049247382e-06, 2.8026293875882402e-05]","[0.600259006023407, 0.29999956488609314, 0.8238813877105713]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03912477, -1.3676965 ,  0.18648824,  0.05138918,  0.4366632 ,
        0.3212038 ], dtype=float32), 'joint_velocities': array([ 0.02094067,  0.64928293, -0.23667796, -0.04148181,  0.39735815,
        0.37740296], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_50.npy,data/images/camera2/frame_50.npy
52,"[-0.039099693298339844, -1.3686342239379883, 0.18651266396045685, 0.05115051567554474, 0.4365476667881012, 0.321246862411499, 0.00021396632655523717, 3.478638973319903e-05, 2.2771337171434425e-06, 0.00886679720133543, 7.23054981790483e-05, 0.021006865426898003, -8.525178418494761e-05, -0.02042323164641857]","[0.00021396632655523717, 3.478638973319903e-05]","[0.6002585291862488, 0.29999977350234985, 0.8238810300827026]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03876114, -1.3580132 ,  0.18253545,  0.05036254,  0.44319507,
        0.32756343], dtype=float32), 'joint_velocities': array([ 0.02458684,  0.6478079 , -0.23765746, -0.04776826,  0.39103296,
        0.37632176], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_50.npy,data/images/camera2/frame_50.npy
53,"[-0.03873946890234947, -1.358951210975647, 0.18255436420440674, 0.050166744738817215, 0.4430602490901947, 0.32757362723350525, 3.829432898783125e-06, 2.7539641450857744e-05, 0.00047497503692284226, 0.008787485770881176, 0.0016492658760398626, 0.02080518752336502, -0.0016143845859915018, -0.020228616893291473]","[3.829432898783125e-06, 2.7539641450857744e-05]","[0.6002589464187622, 0.29999953508377075, 0.8238813877105713]","[0.8, 0.7, 1.0]","{'joint_positions': array([-0.03834254, -1.3483539 ,  0.17855303,  0.04932752,  0.44958165,
        0.33383098], dtype=float32), 'joint_velocities': array([ 0.02815024,  0.64632523, -0.23872223, -0.05294543,  0.3844582 ,
        0.3743559 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_50.npy,data/images/camera2/frame_50.npy
